cui,nombre_proyecto,sector_code
2268596,"MEJORAMIENTO DEL SERVICIO EDUCATIVO SECUNDARIO EN LA I.E. SAN LUIS GONZAGA EN LA LOCALIDAD DE CHUQUIBAMBA DEL DISTRITO DE CHUQUIBAMBA, PROVINCIA DE CONDESUYOS - AREQUIPA",EDUCATION
2276104,"MEJORAMIENTO DEL SERVICIO DE LA EDUCACION PRIMARIA DE LA INSTITUCION EDUCATIVA N 11134 DEL CENTRO POBLADO CAPOTE, DISTRITO DE PICSI - CHICLAYO - LAMBAYEQUE",EDUCATION
2277963,"MEJORAMIENTO DEL SERVICIO EDUCATIVO SECUNDARIO EN LA I.E OCTAVIO CAMPOS OTOLEAS DE LA LOCALIDAD DE POMALCA, DISTRITO DE POMALCA - CHICLAYO - LAMBAYEQUE",EDUCATION
2278562,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL DE LAS INSTITUCIONES EDUCATIVAS EN LAS LOCALIDADES DE SALACHAR, HUALASGOSDAY Y VILCAS, DISTRITO DE SANAGORAN - SANCHEZ CARRION - LA LIBERTAD",EDUCATION
2278809,"MEJORAMIENTO, AMPLIACION DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIO DE LA INSTITUCION EDUCATIVA N10012 MANUEL AMADOR FORTUNATO GUERRERO TORRES -PICSI, DISTRITO DE PICSI - CHICLAYO - LAMBAYEQUE",EDUCATION
2280982,"MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION INICIAL Y PRIMARIA DE LA INSTITUCION EDUCATIVA N 32088 DE SAN ISIDRO DE PAURA, DISTRITO DE YACUS - HUANUCO - HUANUCO",EDUCATION
2281843,"CREACION DEL SISTEMA DE AGUA POTABLE PARA EL TANQUE ELEVADO DE LA CIUDAD UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA, SEDE CHACHAPOYAS PROVINCIA DE CHACHAPOYAS, REGION AMAZONAS",EDUCATION
2282759,"MEJORAMIENTO DE LAS CONDICIONES BASICAS DE LA INSTITUCION EDUCATIVA INTEGRADA N 0577 NUEVO TARAPOTO, DISTRITO DE BAJO BIAVO - BELLAVISTA - SAN MARTIN",EDUCATION
2285261,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA PRESTACION DE SERVICIO EDUCATIVO EN LA CIUDAD UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA, DISTRITO DE ICA, PROVINCIA DE ICA-REGION ICA",EDUCATION
2289335,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACIÓN INICIAL EN LA I.E. N° 7034 ENRIQUE NERINI COLLAZOS,  DISTRITO DE CHORRILLOS - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",EDUCATION
2290019,"MEJORAMIENTO DEL SERVICIO Y CONDICIONES DE APRENDIZAJE EN LA INSTITUCION EDUCATIVA INICIAL N131 DEL C.P. HUAYLLAMPO, DISTRITO DE CASHAPAMPA - SIHUAS - ANCASH",EDUCATION
2290204,"CREACION DE LA INFRAESTRUCTURA EDUCATIVA DE LA IEI Nº 527 DEL CASERIO CHURUMAYO ALTO, DISTRITO DE SOCOTA - CUTERVO - CAJAMARCA",EDUCATION
2290716,"CREACION DE LA INFRAESTRUCTURA EDUCATIVA DE LA I.E.I. N 10752 DEL CASERIO RINCONADA DE MIRAFLORES, DISTRITO DE SOCOTA - CUTERVO - CAJAMARCA",EDUCATION
2292936,"AMPLIACION Y MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E.P.N.10585 JUAN VELASCO ALVARADO DEL CASERIO TRES BATANES, DISTRITO DE OLMOS - LAMBAYEQUE - LAMBAYEQUE",EDUCATION
2296996,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA I.E 80598 DEL ANEXO DE SUCCHA, DISTRITO DE MOLLEPATA - SANTIAGO DE CHUCO - LA LIBERTAD",EDUCATION
2297068,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL ESCOLARIZADO CICLO II N 992 DE LA COMUNIDAD DE ARAYPALLPA, DISTRITO DE COLCHA - PARURO - CUSCO",EDUCATION
2300612,"MEJORAMIENTO DE LA PRESTACION DEL SERVICIO EDUCATIVO DE NIVEL PRIMARIA EN LA I.E. N 6078 SANTA ROSA, URB. SAN JUAN, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA Y DEPARTAMENTO DE LIMA",EDUCATION
2301932,"MEJORAMIENTO DE LA PRESTACION DEL SERVICIO EDUCATIVO DE LA I. E. DEL NIVEL INICIAL N 391-1 FLOR DE AMANCAES, EN EL DISTRITO DEL RIMAC, PROVINCIA Y DEPARTAMENTO DE LIMA",EDUCATION
2302334,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL SECUNDARIA DEL CENTRO RURAL DE FORMACION EN ALTERNANCIA CAYRAMAYO, EN EL CENTRO POBLADO DE CAYRAMAYO DEL DISTRITO DE VINCHOS, PROVINCIA DE HUAMANGA - AYACUCHO",EDUCATION
2303840,"MEJORAMIENTO DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS EN LA I.E N 30121 DEL CENTRO POBLADO DE ACHIPAMPA, DISTRITO DE YANACANCHA - CHUPACA - JUNIN",EDUCATION
2305105,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCION EDUCATIVA INICIAL N 0231, SECTOR ATAHUALPA, DISTRITO DE RIOJA, PROVINCIA DE RIOJA - SAN MARTIN",EDUCATION
2306878,"MEJORAMIENTO, AMPLIACION DE LA INFRAESTRUCTURA DE LA I.E. N 16437, DISTRITO DE SANTA CRUZ - CUTERVO - CAJAMARCA",EDUCATION
2307806,"CREACION DE LA LOSA DEPORTIVA RECREATIVA MULTIUSOS EN LA LOCALIDAD DE LLUIN, DISTRITO DE MACHE - OTUZCO - LA LIBERTAD",EDUCATION
2308570,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD PEATONAL Y VEHICULAR DE LA UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS, CIUDAD UNIVERSITARIA, DISTRITO DE CERCADO DE LIMA - PROVINCIA DE LIMA - LIMA",EDUCATION
2309570,"MEJORAMIENTO DE LA PRESTACION DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL DE LA I.E. CAPULLITOS DE JESUS, AAHH SAN GENARO DE VILLA DISTRITO DE CHORRILLOS, PROVINCIA Y DEPARTAMENTO DE LIMA",EDUCATION
2311453,CREACION DEL SERVICIO EDUCATIVO ESPECIALIZADO PARA ALUMNOS DEL SEGUNDO GRADO DE SECUNDARIA DE EDUCACION BASICA REGULAR CON ALTO DESEMPEÑO ACADEMICO DE LA REGION PIURA,EDUCATION
2312102,"INSTALACION DEL SERVICIO EDUCATIVO DE NIVEL INICIAL EN LA IEI. JESUS ES AMOR ASOCIACION DE VIVIENDA SERPIP, DISTRITO SANTIAGO DE SURCO PROVINCIA Y DEPARTAMENTO DE LIMA",EDUCATION
2316712,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL INICIAL, PRIMARIA Y SECUNDARIA EN LA INSTITUCION EDUCATIVA N 80016 DIVINO MAESTRO - CASERIO DE PARAGUEDA, DISTRITO DE OTUZCO, PROVINCIA DE OTUZCO - LA LIBERTAD",EDUCATION
2317766,MEJORAMIENTO DEL SISTEMA DE SEGURIDAD EN EL CENTRO DE INVESTIGACION Y PRODUCCION LA RAYA DE LA UNIVERSIDAD NACIONAL DEL ALTIPLANO,EDUCATION
2318101,"CREACION DE LOS SERVICIOS DE EDUCACION SECUNDARIA EN LA INSTITUCION EDUCATIVA WILLY H. CASTRO MALARIN DE LA LOCALIDAD DE PUCALA, DISTRITO DE PIMPINGOS - CUTERVO - CAJAMARCA",EDUCATION
2318588,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS EN LOS NIVELES INICIAL N 473, PRIMARIA N 16825 Y SECUNDARIA DE LA LOCALIDAD DE SAN JUAN DE TAPUSCA, DISTRITO DE PUCARA - JAEN - CAJAMARCA",EDUCATION
2319156,"MEJORAMIENTO LOSA DEPORTIVA AVENIDA OXAPAMPA, DISTRITO DE PUERTO BERMUDEZ - OXAPAMPA - PASCO",EDUCATION
2319179,CREACION DEL SERVICIO EDUCATIVO ESPECIALIZADO PARA ALUMNOS DE SEGUNDO GRADO DE SECUNDARIA DE EDUCACION BASICA REGULAR CON ALTO DESEMPEÑO ACADEMICO DE LA REGION LAMBAYEQUE,EDUCATION
2320712,"MEJORAMIENTO DEL SERVICIO DE ENSEÑANZA DEL CENTRO DE IDIOMAS DE LA UNIVERSIDAD NACIONAL DE MOQUEGUA, DISTRITO DE MOQUEGUA, PROVINCIA DE MARISCAL NIETO, REGION MOQUEGUA",EDUCATION
2322095,MEJORAMIENTO DE LOS SERVICIOS INFORMATICOS DEL CENTRO DE MANUFACTURA AVANZADA DE LA FACULTAD DE INGENIERIA INDUSTRIAL DE LA UNMSM,EDUCATION
2322151,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LAS ESPECIALIDADES DE NUTRICION HUMANA Y DESARROLLO AMBIENTAL DE LA FACULTAD DE AGROPECUARIA Y NUTRICION DE LA UNE ENRIQUE GUZMAN Y VALLE LURIGANCHO - LIMA,EDUCATION
2323484,"MEJORAMIENTO DE LA GESTION INSTITUCIONAL Y DESARROLLO DE CAPACIDADES EN LA UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA, DISTRITO DE RUPA RUPA, PROVINCIA DE LEONCIO PRADO - HUANUCO.",EDUCATION
2323950,"MEJORAMIENTO DE LOS SERVICIOS DE LA BIBLIOTECA CENTRAL DE LA UNIVERSIDAD NACIONAL AUTONOMA DE ALTO AMAZONAS, DISTRITO DE YURIMAGUAS, PROVINCIA DE ALTO AMAZONAS, DEPARTAMENTO DE LORETO",EDUCATION
2324785,"MEJORAMIENTO DEL SISTEMA ELECTRICO DEL CAMPUS UNIVERSITARIO CAYHUAYNA, PABELLON DE CIENCIAS AGRARIAS, SEDE FACULTAD DE MEDICINA VETERINARIA Y ZOOTECNIA, COLEGIO DE APLICACION DE LA UNIVERSIDAD NACIONAL HERMILIO VALDIZAN, PROVINCIA Y REGION HUANUCO",EDUCATION
2325060,"MEJORAMIENTO DEL SERVICIO DEL CENTRO DE MANEJO DE PECES AMAZONICOS DE LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA, DISTRITO DE YARINACOCHA, PROVINCIA DE CORONEL PORTILLO, REGION UCAYALI",EDUCATION
2326363,"MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA INSTITUCION EDUCATIVA INICIAL N 226 DEL ANEXO DE CHALLAHUAYO, DISTRITO DE OMATE, PROVINCIA DE GENERAL SANCHEZ CERRO - MOQUEGUA",EDUCATION
2327225,AMPLIACION DEL SERVICIO DE SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA CIUDAD UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DEL ALTIPLANO,EDUCATION
2327925,"MEJORAMIENTO DEL SERVICIO DE LOS LABORATORIOS DE LA FACULTAD DE CIENCIAS FORESTALES Y DEL AMBIENTE DE LA UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU, DISTRITO DE EL TAMBO, PROVINCIA DE HUANCAYO, DEPARTAMENTO DE JUNIN",EDUCATION
2328008,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIO EN LA INSTITUCION EDUCATIVA N 80766 CACHIMARCA, DISTRITO DE COCHORCO - SANCHEZ CARRION - LA LIBERTAD",EDUCATION
2328806,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN EL NIVEL PRIMARIA Y SECUNDARIA EN LA IE NRO 80424 ANTONIO RAYMONDI DEL CENTRO POBLADO COLLAY, DISTRITO DE TAYABAMBA, PROVINCIA DE PATAZ - LA LIBERTAD",EDUCATION
2329521,"MEJORAMIENTO DE LOS SERVICIOS DEL CENTRO DE MICROSCOPIA ELECTRONICA PARA EL DESARROLLO DE LA INVESTIGACION CIENTIFICA Y TECNOLOGICA EN LA UNIVERSIDAD NACIONAL DE SAN AGUSTIN, DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA Y REGION AREQUIPA",EDUCATION
2330382,"MEJORAMIENTO DE LA PRESTACION DEL SERVICIO EDUCATIVO EN LA I.E.I. GOTITAS DE AMOR JICAMARCA ANEXO 08, DISTRITO SAN ANTONIO, PROVINCIA DE HUAROCHIRI - LIMA",EDUCATION
2333106,"CREACION E IMPLEMENTACION DEL SERVICIO PRE UNIVERSITARIO, CENTRO DE IDIOMAS, CENTRO DE CAPACITACION EN INFORMATICA Y TELECOMUNICACIONES DE LA UNIVERSIDAD NACIONAL INTERCULTURAL DE QUILLABAMBA DISTRITO SANTA ANA - LA CONVENCION - CUSCO",EDUCATION
2334305,"MEJORAMIENTO DEL SERVICIO DE SEGURIDAD DE LA UNIVERSIDAD NACIONAL INTERCULTURAL DE LA AMAZONIA, DISTRITO DE YARINACOCHA, PROVINCIA DE CORONEL PORTILLO, REGION UCAYALI",EDUCATION
2336294,"MEJORAMIENTO DE LOS SERVICIOS DE CONSULTA Y LECTURA DE LA BIBLIOTECA CENTRAL DE LA UNIVERSIDAD NACIONAL DE MOQUEGUA - SEDE MARISCAL NIETO , DISTRITO DE MOQUEGUA, PROVINCIA DE MARISCAL NIETO, DEPARTAMENTO DE MOQUEGUA.",EDUCATION
2337020,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE BIENESTAR UNIVERSITARIO (EDIFICIO 1P) DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA, DISTRITO DE CAJAMARCA, PROVINCIA CAJAMARCA-DEPARTAMENTO CAJAMARCA",EDUCATION
2338749,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE NIVEL INICIAL Y PRIMARIO DE LA I.E. N16994 EN LA LOCALIDAD DE TOLOPAMPA, DISTRITO DE EL PARCO - BAGUA - AMAZONAS",EDUCATION
2339292,"AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E N 32600 DE LA LOCALIDAD DE ICHU YANUNA DISTRITO DE PANAO, PROVINCIA DE PACHITEA - HUANUCO",EDUCATION
2339551,MEJORAMIENTO DE LA CALIDAD EDUCATIVA DE LA FACULTAD DE CIENCIAS DE LA COMUNICACION EN LA UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION EN EL DISTRITO DE YANACANCHA - PROVINCIA DE PASCO - DEPARTAMENTO DE PASCO,EDUCATION
2340418,"MEJORAMIENTO DE LOS SERVICIOS ACADÉMICOS  DEL DEPARTAMENTO Y LA ESCUELA DE MATEMÁTICAS DE LA FACULTAD DE CIENCIAS NATURALES Y FORMALES  DE LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN, DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA Y REGIÓN AREQUIPA",EDUCATION
2340489,"MEJORAMIENTO DEL SERVICIO DE FORMACIÓN PROFESIONAL EN TURISMO Y HOTELERÍA EN LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN, DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA Y REGIÓN AREQUIPA",EDUCATION
2340607,"MEJORAMIENTO DEL SERVICIO DE FORMACIÓN PROFESIONAL UNIVERSITARIA EN LA ESCUELA DE PSICOLOGÍA DE LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN, DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA - REGIÓN AREQUIPA",EDUCATION
2340799,"MEJORAMIENTO DEL SERVICIO DE FORMACIÓN PROFESIONAL EN INGENIERÍA DE MATERIALES EN LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA, REGION AREQUIPA",EDUCATION
2340806,"MEJORAMIENTO DEL SERVICIO DE FORMACIÓN ACADÉMICA DE LA ESCUELA PROFESIONAL DE INGENIERÍA PESQUERA DE LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN, DISTRITO DE AREQUIPA, PROVINCIA DE AREQUIPA - AREQUIPA",EDUCATION
2341636,MEJORAMIENTO DEL SERVICIO DE FORMACION ACADEMICA EN LA FACULTAD DE INGENIERIA GEOLOGICA Y METALURGICA DE LA UNIVERSIDAD NACIONAL DEL ALTIPLANO,EDUCATION
2342950,MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS E INVESTIGACION DE LA ESCUELA PROFESIONAL DE INGENIERIA DE SISTEMAS DE LA UNIVERSIDAD NACIONAL DEL ALTIPLANO,EDUCATION
2343049,"CREACION DE LOS SERVICIOS DE INVESTIGACIÓN EN INGENIERÍA DE ALIMENTOS Y POST COSECHA DE LA UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS- SEDE CHACHAPOYAS, PROVINCIA CHACHAPOYAS, REGION AMAZONAS.",EDUCATION
2347183,MEJORAMIENTO Y EQUIPAMIENTO DE LOS SISTEMAS INFORMÁTICOS DE LA UNIVERSIDAD NACIONAL DE FRONTERA CENTRO POBLADO DE NUEVO SULLANA - DISTRITO DE SULLANA - PROVINCIA DE SULLANA - REGIÓN PIURA,EDUCATION
2350626,"CREACION DE LOS SERVICIOS BASICOS Y URBANISTICOS EN LA CIUDAD UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO, DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - REGIÓN HUANCAVELICA",EDUCATION
2350734,CREACION DEL SERVICIO DE EDUCACION SUPERIOR UNIVERSITARIA DE FORMACION PREGRADO DE LA ESCUELA PROFESIONAL DE ENFERMERIA DE LA UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO AHUAYCHA DEL DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - DEPARTAMENTO DE HUANCAVELICA,EDUCATION
2350773,"CREACION DE LOS SERVICIOS COMPLEMENTARIOS BASICOS DE LA DIRECCION DE BIENESTAR UNIVERSITARIO DE LA UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO, DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - REGIÓN HUANCAVELICA",EDUCATION
2350793,"CREACION DEL SERVICIO DEPORTIVO Y RECREATIVO DE LA UNIVERSIDAD NACIONAL  AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO , - DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - REGIÓN HUANCAVELICA",EDUCATION
2350802,"CREACION DEL SERVICIO DE FORMACION PROFESIONAL EN INGENIERIA CIVIL DE LA UNIVERSIDAD NACIONAL AUTONOMA DE TAYACAJA DANIEL HERNANDEZ MORILLO , - DISTRITO DE AHUAYCHA - PROVINCIA DE TAYACAJA - REGIÓN HUANCAVELICA",EDUCATION
2350965,MEJORAMIENTO DE LOS SERVICIOS DE ESTUDIOS GENERALES DE LA SEDE MOQUEGUA EN LA UNIVERSIDAD NACIONAL DE MOQUEGUA - DISTRITO DE MOQUEGUA - PROVINCIA DE MARISCAL NIETO - REGIÓN MOQUEGUA,EDUCATION
2351019,"CREACION DE LOS SERVICIOS BASICOS Y URBANISTICOS DE LA FILIAL  ILO, PAMPA INALAMBRICA, DISTRITO ALGARROBAL, PROVINCIA DE ILO, DEPARTAMENTO DE MOQUEGUA  DISTRITO DE EL ALGARROBAL - PROVINCIA DE ILO - DEPARTAMENTO DE MOQUEGUA",EDUCATION
2351502,"REPARACIÓN DE CERCO DE LADRILLO/CONCRETO EN EL(LA)  UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA EN LA LOCALIDAD TINGO MARIA, DISTRITO DE RUPA-RUPA, PROVINCIA LEONCIO PRADO, DEPARTAMENTO HUANUCO",EDUCATION
2352288,"MEJORAMIENTO DEL SERVICIO DE ENERGIA ELECTRICA EN EL CAMPUS I DE LA UNIVERSIDAD NACIONAL DEL SANTA, DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA - ANCASH",EDUCATION
2352901,"MEJORAMIENTO DEL SERVICIO ACADEMICO DE LA ESCUELA PROFESIONAL DE AGRONOMIA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DISTRITO DE TACNA, PROVINCIA DE TACNA DE LA REGION TACNA",EDUCATION
2352920,"MEJORAMIENTO EN LA PRESTACIÓN DE LOS SERVICIOS DE LA U.I.P LA AGRONÓMICA DEL INSTITUTO  BASADRE DE INVESTIGACIÓN EN AGROBIOTECNOLOGÍA Y RECURSOS GENÉTICOS  DE LA FCAG DE LA UNJBG, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA - PROVINCIA DE TACNA - REGIÓN TACNA",EDUCATION
2353870,"MEJORAMIENTO DEL SERVICIO DE FORMACION ACADEMICA DE LA FACULTAD DE ADMINISTRACION EN LA UNIVERSIDAD NACIONAL DE SAN AGUSTIN, DISTRITO DE AREQUIPA - PROVINCIA DE AREQUIPA - REGIÓN AREQUIPA",EDUCATION
2353873,"MEJORAMIENTO DEL SERVICIO DE FORMACIÓN ACADÉMICA DE LA FACULTAD DE CIENCIAS CONTABLES Y FINANCIERAS DE LA UNIVERSIDAD NACIONAL DE SAN AGUSTÍN,  DISTRITO DE AREQUIPA - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA",EDUCATION
2354876,"MEJORAMIENTO EN LA PRESTACION DEL SERVICIO DE LOS CENTROS DE INVESTIGACION Y EXPERIMENTACION AGRARIA DE LA UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN,  CENTRO POBLADO DE TACNA - DISTRITO DE TACNA - PROVINCIA DE TACNA - REGIÓN TACNA",EDUCATION
2357705,"REPARACIÓN DE POZO Y ADQUISICIÓN DE ESTACIÓN DE BOMBEO EN EL(LA)  ESCUELA PROFESIONAL DE INGENIERIA PESQUERA EN LA LOCALIDAD PUERTO PIZARRO, DISTRITO DE TUMBES, PROVINCIA TUMBES, DEPARTAMENTO TUMBES",EDUCATION
2367318,"CREACION DE LOS SERVICIOS DEL CENTRO DE INVESTIGACIÓN TURÍSTICA DE LA UNASAM CENTRO POBLADO DE TINGUA, DISTRITO DE MANCOS, PROVINCIA DE YUNGAY, DEPARTAMENTO DE ANCASH.",EDUCATION
2367775,"CREACIÓN DEL SERVICIO DE ENERGÍA ELÉCTRICA EN EL CAMPUS II DE LA UNIVERSIDAD NACIONAL DEL SANTA, DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA - ANCASH",EDUCATION
2367783,"MEJORAMIENTO, AMPLIACION DE LOS SERVICIOS DEL AREA DE EDUCACION FISICA DEL DEPARTAMENTO DE EDUCACION Y CULTURA DE LA FACULTAD DE EDUCACION Y HUMANIDADES DE LA UNIVERSIDAD NACIONAL DEL SANTA, DISTRITO DE NUEVO CHIMBOTE, PROVINCIA DEL SANTA, ANCASH",EDUCATION
2376601,"MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN EL NIVEL SECUNDARIO DE LA I.E.P.V.A. CESAR VALLEJO EN LA LOCALIDAD DE PUERTO INDUSTRIAL, DISTRITO DE PASTAZA - DATEM DEL MARANON - LORETO",EDUCATION
2376698,"REHABILITACION  DE LA INFRAESTRUCTURA EDUCATIVA DE LA  I.E. AGROPECUARIA JUAN SANTOS ATAHUALPA - B DEL CP NUEVO PARAISO, DISTRITO DE MASISEA - CORONEL PORTILLO - UCAYALI",EDUCATION
2377775,AMPLIACION Y MEJORAMIENTO SERVICIO DE RECURSOS PARA EL APRENDIZAJE Y LA INVESTIGACION FORMATIVA,EDUCATION
2377865,"REPOSICION DEL EQUIPO, MOBILIARIO, MAQUINARIA Y VEHICULO DE LA UNFV",EDUCATION
2377869,ADQUISICION DE TERRENO PARA LA CONSTRUCCION DE INFRAESTRUCTURA DE LOS SERVICIOS ADMINISTRATIVOS DE LA UNAMBA,EDUCATION
2378211,"MEJORAMIENTO DE LA INFRAESTRUCTURA EDUCATIVA DE LA  I.E. AGROPECUARIO PILOTO MASISEA, DISTRITO DE MASISEA - CORONEL PORTILLO - UCAYALI",EDUCATION
2378574,"REHABILITACIÓN DE LAS VIAS DE ACCESO DE LA CIUDAD UNIVERSITARIA DE CAYHUAYNA, DE LA UNIVERSIDAD NACIONAL HERMILIO VALDIZAN",EDUCATION
2379877,"OPTIMIZACIÓN DE LA RED PASIVA-ACTIVA DE CIUDAD UNIVERSITARIA, EQUIPOS DE SEGURIDAD PERIMETRAL, EQUIPOS DE WIFI, EQUIPOS DE TELEFONÍA IP, Y LA INTEGRACIÓN A LA RED PASIVA-ACTIVA DE LOS EDIFICIOS QUE NO TIENEN CABLEADO ESTRUCTURADO; EN CIUDAD UNIVERSITARIA DE LA UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ, EL TAMBO, HUANCAYO, JUNÍN.",EDUCATION
2380330,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LOS NIVELES PRIMARIA Y SECUNDARIA DE LA I.E. 80189 ALFONSO UGARTE VERNAL - UCHUBAMBA EN LA ZONA RURAL, DISTRITO DE CHUGAY - SANCHEZ CARRION - LA LIBERTAD",EDUCATION
2380916,AMPLIACION MARGINAL DE LOS SERVICIOS HIGIENICOS DE LA SEDE LOS GRANADOS DE LA UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN - TACNA,EDUCATION
2380965,OPTIMIZACION DE LOS AMBIENTES ACADEMICOS Y ADMINISTRATIVOS DE LA FACULTAD DE CIENCIA DE LA SALUD DE LA UNJBG TACNA,EDUCATION
2381064,"AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN  LA I.E. Nº 898-8193 VILLAS DE ANCON, ASOCIACION POPULAR LAS LOMAS DE ANCON, DISTRITO DE ANCON - LIMA - LIMA",EDUCATION
2381108,"AMPLIACION DE LOS SERVICIOS EDUCATIVOS EN  LA I.E. Nº 2066 ALMIRANTE MIGUEL GRAU EN LA  ASOCIACION SAN JOSE, DISTRITO DE ANCON - LIMA - LIMA",EDUCATION
2381149,"OPTIMIZACION DE LOS SERVICIOS DE ALMACENAMIENTO, PRESERVACION Y CUSTODIA DE BIENES  DE LA OFICINA DE PATRIMONIO DE LA UNJBG DE TACNA.",EDUCATION
2383133,"REPARACIÓN DE CERCO DE LADRILLO/CONCRETO EN EL(LA)  UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN EN LA LOCALIDAD EL FUNDO, DISTRITO DE PACHIA, PROVINCIA TACNA, DEPARTAMENTO TACNA",EDUCATION
2383209,"RENOVACIÓN DE CHORROS DE RIEGO EN EL(LA)  ZONA AGRICOLA DEL INSTITUTO DE INVESTIGACION IRGAB - FCAG DE LA UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN DE TACNA EN LA LOCALIDAD ALFONSO UGARTE, DISTRITO DE CORONEL GREGORIO ALBARRACIN LANCHIPA, PROVINCIA TACNA, DEPARTAMENTO TACNA",EDUCATION
2384071,"ADQUISICIÓN DE VEHÍCULOS DE SERVICIOS DE TRANSPORTE EN EL(LA)  UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN EN LA LOCALIDAD TACNA, DISTRITO DE TACNA, PROVINCIA TACNA, DEPARTAMENTO TACNA",EDUCATION
